,customer_id,store_name,transaction_date,aisle,product_name,quantity,unit_price,total_amount,discount_amount,final_amount,loyalty_points
1584,8551,UrbanGrocers,2025-01-13,Produce,Tomatoes,1,2.98,2.98,0.24,2.74,26
1589,9548,ValuePlus Market,2025-05-03,Snacks,Chips,2,3.12,6.24,0.89,5.35,64
1601,4925,ValuePlus Market,2025-07-12,Snacks,Cookies,1,5.01,5.01,0.31,4.7,46
1628,5253,ValuePlus Market,2025-11-12,Health & Wellness,Orange Juice,5,23.08,115.4,9.94,105.46,991
1629,1378,FreshMart,2025-02-02,Bakery,Muffin,6,5.4,32.4,4.78,27.62,246
1631,2994,UrbanGrocers,2025-07-22,Health & Wellness,Protein Bar,1,27.47,27.47,0.64,26.83,349
1650,6822,UrbanGrocers,2025-05-25,Snacks,Chocolate,2,3.72,7.44,0.5,6.94,89
1677,2062,ValuePlus Market,2025-09-14,Dairy,Yogurt,4,8.06,32.24,1.06,31.18,292
1678,9342,FreshMart,2025-08-04,Snacks,Chocolate,4,4.72,18.88,2.48,16.4,172
1680,8918,UrbanGrocers,2025-04-24,Health & Wellness,Protein Bar,4,7.16,28.64,3.65,24.99,264
1695,7647,QuickStop Market,2025-04-17,Snacks,Chips,2,3.22,6.44,0.55,5.89,58
1697,4829,UrbanGrocers,2025-03-04,Health & Wellness,Orange Juice,5,17.61,88.05,11.21,76.84,754
1710,9591,QuickStop Market,2025-02-05,Bakery,Croissant,6,2.93,17.58,0.63,16.95,144
1715,6084,ValuePlus Market,2025-08-20,Dairy,Cheese,1,8.1,8.1,1.17,6.93,58
1717,7541,ValuePlus Market,2025-11-23,Health & Wellness,Protein Bar,4,26.58,106.32,9.08,97.24,826
1718,9043,UrbanGrocers,2025-03-10,Snacks,Chips,3,2.6,7.8,1.02,6.78,71
1719,2492,FreshMart,2025-02-12,Health & Wellness,Protein Bar,1,9.7,9.7,1.16,8.54,81
1721,3942,UrbanGrocers,2025-02-18,Dairy,Yogurt,7,8.27,57.89,2.71,55.18,560
1726,5141,ValuePlus Market,2025-09-03,Bakery,Muffin,1,2.43,2.43,0.12,2.31,29
1727,1437,QuickStop Market,2025-03-06,Dairy,Cheese,5,4.82,24.1,1.79,22.31,309
1730,8606,UrbanGrocers,2025-03-04,Bakery,Cereal,7,2.41,16.87,0.8,16.07,183
1746,7376,ValuePlus Market,2025-02-22,Produce,Apples,6,4.1,24.6,1.87,22.73,246
1748,7735,FreshMart,2025-08-08,Bakery,Bread,1,2.57,2.57,0.36,2.21,25
1752,7264,ValuePlus Market,2025-08-24,Snacks,Cookies,1,2.02,2.02,0.11,1.91,24
1758,6202,QuickStop Market,2025-11-03,Dairy,Yogurt,3,5.62,16.86,1.31,15.55,202
1762,1099,QuickStop Market,2025-07-06,Bakery,Bread,1,4.34,4.34,0.58,3.76,41
1767,5966,FreshMart,2025-01-10,Produce,Tomatoes,1,2.91,2.91,0.2,2.71,28
1770,8101,ValuePlus Market,2025-05-28,Bakery,Muffin,2,5.57,11.14,0.85,10.29,112
1776,9203,FreshMart,2025-07-05,Dairy,Cheese,1,1.62,1.62,0.04,1.58,14
1786,5143,FreshMart,2025-08-12,Snacks,Cookies,7,4.27,29.89,3.53,26.36,245
1793,9234,QuickStop Market,2025-01-19,Snacks,Chips,2,4.4,8.8,0.29,8.51,92
1798,4846,UrbanGrocers,2025-06-10,Bakery,Cereal,2,2.98,5.96,0.75,5.21,58
1800,2586,ValuePlus Market,2025-11-09,Bakery,Muffin,2,2.8,5.6,0.49,5.11,44
1801,9520,FreshMart,2025-06-13,Dairy,Cheese,7,2.51,17.57,0.93,16.64,173
1809,8279,ValuePlus Market,2025-06-07,Dairy,Yogurt,4,7.79,31.16,3.3,27.86,295
1827,4586,UrbanGrocers,2025-02-09,Produce,Tomatoes,5,1.41,7.05,1.03,6.02,67
1829,3022,FreshMart,2025-05-13,Produce,Ground Beef,1,7.58,7.58,0.59,6.99,95
1833,6528,UrbanGrocers,2025-04-23,Health & Wellness,Vitamins,7,16.91,118.37,7.79,110.58,1039
1834,7407,QuickStop Market,2025-12-02,Health & Wellness,Vitamins,1,11.41,11.41,1.2,10.21,114
1836,1886,FreshMart,2025-02-17,Produce,Bananas,2,3.75,7.5,0.59,6.91,74
1854,3948,QuickStop Market,2025-01-05,Health & Wellness,Orange Juice,2,9.5,19.0,0.59,18.41,226
1858,5925,QuickStop Market,2025-10-28,Health & Wellness,Protein Bar,1,10.13,10.13,0.23,9.9,132
1860,6127,FreshMart,2025-09-22,Produce,Apples,3,1.84,5.52,0.21,5.31,63
1865,3675,UrbanGrocers,2025-02-11,Bakery,Croissant,2,3.82,7.64,1.06,6.58,67
1867,4156,FreshMart,2025-09-25,Snacks,Chips,3,2.57,7.71,0.97,6.74,55
1874,9625,FreshMart,2025-06-28,Bakery,Croissant,1,5.94,5.94,0.28,5.66,67
1877,9711,UrbanGrocers,2025-05-07,Snacks,Chips,3,5.19,15.57,2.01,13.56,189
1878,5244,QuickStop Market,2025-10-04,Produce,Bananas,1,2.22,2.22,0.22,2.0,25
1880,5081,UrbanGrocers,2025-02-18,Produce,Ground Beef,2,6.11,12.22,1.13,11.09,137
1881,6799,UrbanGrocers,2025-08-19,Health & Wellness,Vitamins,2,18.98,37.96,3.65,34.31,387
1885,2385,FreshMart,2025-07-11,Bakery,Muffin,1,2.47,2.47,0.24,2.23,31
1886,9334,ValuePlus Market,2025-05-18,Dairy,Yogurt,1,1.46,1.46,0.18,1.28,12
1888,1119,UrbanGrocers,2025-12-28,Health & Wellness,Orange Juice,4,15.73,62.92,6.42,56.5,604
1889,9652,QuickStop Market,2025-01-11,Produce,Bananas,1,6.13,6.13,0.54,5.59,71
1891,1834,UrbanGrocers,2025-07-22,Dairy,Milk,2,7.98,15.96,2.23,13.73,114
1893,5752,FreshMart,2025-06-01,Health & Wellness,Vitamins,1,21.92,21.92,0.46,21.46,193
1895,9446,QuickStop Market,2025-03-11,Snacks,Chocolate,3,2.84,8.52,0.17,8.35,72
1899,2660,UrbanGrocers,2025-07-08,Produce,Apples,1,1.22,1.22,0.18,1.04,10
1913,1131,UrbanGrocers,2025-05-20,Health & Wellness,Vitamins,1,23.37,23.37,2.75,20.62,258
1939,4116,UrbanGrocers,2025-07-20,Snacks,Cookies,1,4.98,4.98,0.68,4.3,39
1943,1145,UrbanGrocers,2025-08-25,Snacks,Chocolate,1,2.53,2.53,0.16,2.37,19
1956,9125,ValuePlus Market,2025-02-24,Produce,Bananas,2,9.58,19.16,2.73,16.43,164
1984,9144,UrbanGrocers,2025-12-21,Snacks,Chips,2,3.68,7.36,0.49,6.87,74
1989,3283,FreshMart,2025-02-28,Produce,Ground Beef,3,9.33,27.99,1.11,26.88,221
1996,3295,FreshMart,2025-04-09,Dairy,Yogurt,2,7.12,14.24,1.74,12.5,133
2000,8443,FreshMart,2025-08-17,Health & Wellness,Protein Bar,5,20.62,103.1,3.35,99.75,1350
2018,3307,ValuePlus Market,2025-08-16,Snacks,Cookies,5,4.12,20.6,2.64,17.96,170
2019,9573,FreshMart,2025-01-06,Produce,Tomatoes,3,6.89,20.67,1.41,19.26,210
2026,8548,FreshMart,2025-04-22,Health & Wellness,Vitamins,5,18.8,94.0,4.31,89.69,983
2027,3301,QuickStop Market,2025-06-22,Bakery,Croissant,5,5.59,27.95,2.37,25.58,251
2035,2531,FreshMart,2025-03-23,Dairy,Yogurt,1,6.52,6.52,0.68,5.84,59
2039,8967,ValuePlus Market,2025-05-04,Bakery,Croissant,5,3.89,19.45,1.41,18.04,229
2046,8396,UrbanGrocers,2025-11-19,Produce,Tomatoes,1,2.58,2.58,0.13,2.45,33
2053,5305,QuickStop Market,2025-01-19,Produce,Ground Beef,1,6.62,6.62,0.46,6.16,68
2059,6770,UrbanGrocers,2025-11-12,Health & Wellness,Orange Juice,4,22.94,91.76,9.34,82.42,734
2067,3038,FreshMart,2025-03-15,Dairy,Yogurt,4,6.46,25.84,1.67,24.17,209
2080,1414,ValuePlus Market,2025-02-01,Health & Wellness,Orange Juice,1,20.82,20.82,0.97,19.85,211
2087,7778,QuickStop Market,2025-06-15,Bakery,Bread,2,5.05,10.1,1.29,8.81,73
2093,9781,QuickStop Market,2025-10-22,Snacks,Chips,2,4.37,8.74,0.83,7.91,81
2096,5384,FreshMart,2025-05-26,Produce,Apples,1,5.97,5.97,0.88,5.09,50
2097,6710,FreshMart,2025-03-28,Dairy,Cheese,3,1.79,5.37,0.53,4.84,41
2100,3714,ValuePlus Market,2025-06-21,Dairy,Cheese,2,8.27,16.54,1.59,14.95,167
2103,7126,QuickStop Market,2025-01-14,Produce,Apples,2,5.58,11.16,0.42,10.74,89
2130,8320,QuickStop Market,2025-11-07,Snacks,Chips,2,2.97,5.94,0.24,5.7,60
2139,7317,UrbanGrocers,2025-10-04,Produce,Ground Beef,1,6.98,6.98,0.84,6.14,79
2143,5370,QuickStop Market,2025-05-04,Snacks,Chocolate,1,2.28,2.28,0.3,1.98,16
2146,9227,UrbanGrocers,2025-09-11,Health & Wellness,Orange Juice,2,15.85,31.7,4.23,27.47,345
2159,3323,QuickStop Market,2025-04-27,Dairy,Cheese,6,4.62,27.72,2.74,24.98,290
2161,1159,FreshMart,2025-04-24,Snacks,Chips,2,3.08,6.16,0.48,5.68,48
2162,9000,ValuePlus Market,2025-04-19,Bakery,Cereal,5,3.14,15.7,0.72,14.98,156
2165,6499,UrbanGrocers,2025-07-02,Health & Wellness,Protein Bar,2,14.57,29.14,0.72,28.42,312
2172,2768,FreshMart,2025-01-14,Snacks,Chips,1,1.93,1.93,0.15,1.78,21
2178,3664,FreshMart,2025-06-17,Health & Wellness,Orange Juice,3,14.89,44.67,6.06,38.61,504
2179,5828,QuickStop Market,2025-02-02,Bakery,Bread,2,5.24,10.48,1.41,9.07,99
2193,7889,UrbanGrocers,2025-03-04,Bakery,Cereal,3,4.01,12.03,1.72,10.31,90
2197,1097,UrbanGrocers,2025-10-22,Dairy,Milk,1,6.24,6.24,0.85,5.39,44
2199,2595,FreshMart,2025-05-26,Health & Wellness,Orange Juice,1,16.65,16.65,0.61,16.04,174
2202,6093,QuickStop Market,2025-06-09,Snacks,Cookies,1,1.64,1.64,0.08,1.56,16
2205,8761,QuickStop Market,2025-09-02,Dairy,Cheese,1,8.74,8.74,0.32,8.42,71
2212,7321,QuickStop Market,2025-03-15,Dairy,Cheese,2,1.45,2.9,0.4,2.5,27
2221,8729,ValuePlus Market,2025-09-07,Snacks,Chocolate,6,4.13,24.78,2.83,21.95,267
2239,2653,QuickStop Market,2025-08-04,Produce,Apples,3,9.53,28.59,2.84,25.75,337
2242,5719,QuickStop Market,2025-12-28,Snacks,Chips,4,1.39,5.56,0.2,5.36,62
2244,9944,QuickStop Market,2025-04-13,Health & Wellness,Protein Bar,2,21.35,42.7,4.43,38.27,382
2263,9907,ValuePlus Market,2025-07-20,Health & Wellness,Orange Juice,1,12.43,12.43,1.18,11.25,154
2275,4021,UrbanGrocers,2025-12-21,Bakery,Croissant,4,5.68,22.72,1.41,21.31,262
2323,3205,ValuePlus Market,2025-09-17,Bakery,Bread,2,4.69,9.38,1.34,8.04,107
2324,1127,FreshMart,2025-01-31,Dairy,Cheese,6,7.27,43.62,6.22,37.4,321
2325,8185,ValuePlus Market,2025-09-14,Snacks,Chocolate,1,3.28,3.28,0.43,2.85,31
2333,2572,ValuePlus Market,2025-09-14,Produce,Apples,2,8.19,16.38,1.15,15.23,141
2336,8288,ValuePlus Market,2025-02-01,Health & Wellness,Orange Juice,1,27.47,27.47,3.24,24.23,319
2345,8938,ValuePlus Market,2025-07-27,Health & Wellness,Orange Juice,1,12.11,12.11,1.15,10.96,112
2346,4253,QuickStop Market,2025-10-15,Produce,Apples,2,9.78,19.56,2.71,16.85,161
2347,8115,QuickStop Market,2025-07-02,Snacks,Cookies,2,3.52,7.04,1.01,6.03,84
2356,3098,UrbanGrocers,2025-06-26,Snacks,Chocolate,7,4.52,31.64,1.81,29.83,389
2370,9216,UrbanGrocers,2025-06-09,Bakery,Bread,1,3.48,3.48,0.35,3.13,40
2376,6303,UrbanGrocers,2025-09-29,Bakery,Croissant,2,4.24,8.48,0.27,8.21,95
2389,4427,UrbanGrocers,2025-08-09,Health & Wellness,Protein Bar,1,16.6,16.6,1.84,14.76,170
2390,4862,FreshMart,2025-03-04,Dairy,Yogurt,5,1.66,8.3,0.91,7.39,82
2394,1639,UrbanGrocers,2025-07-21,Produce,Ground Beef,4,8.45,33.8,0.9,32.9,306
2399,5116,UrbanGrocers,2025-03-10,Produce,Tomatoes,2,4.5,9.0,0.46,8.54,88
2400,3217,ValuePlus Market,2025-11-17,Dairy,Milk,1,7.05,7.05,0.3,6.75,55
2409,2676,ValuePlus Market,2025-11-09,Snacks,Cookies,8,1.18,9.44,0.73,8.71,70
2416,7181,UrbanGrocers,2025-04-27,Health & Wellness,Vitamins,2,21.88,43.76,1.15,42.61,396
2417,9552,FreshMart,2025-12-13,Bakery,Bread,5,5.64,28.2,2.23,25.97,316
2427,1937,QuickStop Market,2025-04-12,Snacks,Cookies,2,3.54,7.08,0.31,6.77,89
2437,5514,ValuePlus Market,2025-09-01,Dairy,Milk,1,8.28,8.28,0.54,7.74,66
2439,2928,FreshMart,2025-03-24,Snacks,Cookies,1,5.46,5.46,0.25,5.21,59
2452,5406,QuickStop Market,2025-10-03,Produce,Tomatoes,9,6.38,57.42,1.99,55.43,718
2454,9471,ValuePlus Market,2025-04-30,Produce,Ground Beef,3,5.66,16.98,1.14,15.84,160
2464,1467,ValuePlus Market,2025-09-28,Produce,Tomatoes,1,6.65,6.65,0.42,6.23,55
2486,8449,QuickStop Market,2025-06-14,Dairy,Cheese,1,3.05,3.05,0.19,2.86,27
2488,2899,UrbanGrocers,2025-08-18,Health & Wellness,Vitamins,2,11.03,22.06,0.92,21.14,213
2493,1652,QuickStop Market,2025-06-28,Dairy,Cheese,10,1.57,15.7,1.22,14.48,132
2503,2656,UrbanGrocers,2025-09-30,Bakery,Croissant,7,3.66,25.62,2.19,23.43,189
2506,5275,FreshMart,2025-10-06,Snacks,Chips,4,1.77,7.08,0.98,6.1,81
2507,1800,FreshMart,2025-04-21,Produce,Ground Beef,3,7.76,23.28,0.48,22.8,317
2517,9175,ValuePlus Market,2025-12-20,Produce,Ground Beef,2,9.95,19.9,2.82,17.08,219
2530,8600,FreshMart,2025-01-14,Produce,Bananas,1,3.57,3.57,0.48,3.09,38
2534,4673,ValuePlus Market,2025-08-23,Bakery,Muffin,1,5.06,5.06,0.47,4.59,51
2538,4920,ValuePlus Market,2025-04-18,Produce,Tomatoes,1,1.63,1.63,0.2,1.43,15
2541,4963,ValuePlus Market,2025-03-04,Snacks,Cookies,6,1.65,9.9,0.74,9.16,92
2545,9803,QuickStop Market,2025-12-27,Bakery,Muffin,4,4.27,17.08,1.2,15.88,162
2553,8285,FreshMart,2025-01-18,Health & Wellness,Protein Bar,1,18.05,18.05,2.49,15.56,197
2561,9332,UrbanGrocers,2025-05-07,Snacks,Chips,1,5.35,5.35,0.22,5.13,65
2562,6639,ValuePlus Market,2025-08-14,Health & Wellness,Protein Bar,9,5.94,53.46,5.93,47.53,452
2563,7133,UrbanGrocers,2025-06-10,Produce,Ground Beef,1,5.09,5.09,0.72,4.37,35
2569,2619,FreshMart,2025-09-09,Bakery,Croissant,3,5.85,17.55,1.17,16.38,173
2574,2043,ValuePlus Market,2025-11-10,Health & Wellness,Orange Juice,6,13.4,80.4,2.08,78.32,1023
2578,8240,QuickStop Market,2025-05-03,Produce,Apples,10,1.63,16.3,1.83,14.47,161
2579,9886,ValuePlus Market,2025-06-18,Health & Wellness,Protein Bar,2,10.42,20.84,2.33,18.51,169
2586,1106,FreshMart,2025-09-18,Dairy,Cheese,6,4.45,26.7,2.23,24.47,331
2590,4493,FreshMart,2025-08-17,Health & Wellness,Vitamins,7,25.03,175.21,25.32,149.89,1979
2594,3574,FreshMart,2025-10-16,Dairy,Yogurt,1,5.05,5.05,0.64,4.41,55
2597,6798,FreshMart,2025-01-16,Health & Wellness,Vitamins,5,25.15,125.75,17.01,108.74,1223
2604,3628,FreshMart,2025-05-18,Snacks,Chocolate,4,1.46,5.84,0.43,5.41,61
2605,1753,UrbanGrocers,2025-06-17,Produce,Tomatoes,1,5.54,5.54,0.54,5.0,49
2611,9955,FreshMart,2025-12-15,Health & Wellness,Protein Bar,1,21.25,21.25,1.51,19.74,238
2617,9657,QuickStop Market,2025-09-29,Health & Wellness,Orange Juice,4,17.03,68.12,6.43,61.69,809
2618,8163,QuickStop Market,2025-08-27,Health & Wellness,Protein Bar,5,8.41,42.05,4.74,37.31,395
2620,2509,QuickStop Market,2025-12-18,Produce,Apples,1,7.98,7.98,0.96,7.02,66
2623,3976,FreshMart,2025-02-02,Snacks,Cookies,1,1.71,1.71,0.17,1.54,13
2639,4446,QuickStop Market,2025-09-07,Health & Wellness,Vitamins,1,24.38,24.38,1.47,22.91,316
2640,5182,QuickStop Market,2025-02-14,Bakery,Cereal,1,6.42,6.42,0.2,6.22,58
2648,3824,ValuePlus Market,2025-10-25,Produce,Bananas,2,3.61,7.22,0.95,6.27,76
2653,9838,UrbanGrocers,2025-11-21,Produce,Bananas,1,4.55,4.55,0.32,4.23,46
2657,1011,FreshMart,2025-05-04,Dairy,Cheese,1,5.14,5.14,0.47,4.67,58
2659,2579,UrbanGrocers,2025-07-11,Snacks,Chips,2,4.42,8.84,1.04,7.8,74
2660,3061,ValuePlus Market,2025-10-09,Produce,Bananas,3,9.95,29.85,2.44,27.41,374
2663,5933,FreshMart,2025-03-07,Snacks,Cookies,5,3.6,18.0,1.25,16.75,227
2668,1191,UrbanGrocers,2025-06-04,Health & Wellness,Orange Juice,1,9.49,9.49,0.21,9.28,117
2672,6586,UrbanGrocers,2025-02-12,Bakery,Croissant,4,3.27,13.08,1.5,11.58,97
2679,9611,ValuePlus Market,2025-12-13,Snacks,Chips,1,1.96,1.96,0.04,1.92,18
2687,3298,ValuePlus Market,2025-05-23,Produce,Bananas,2,1.25,2.5,0.19,2.31,26
2692,1176,QuickStop Market,2025-11-02,Health & Wellness,Protein Bar,2,18.64,37.28,3.04,34.24,417
2698,6940,ValuePlus Market,2025-07-18,Dairy,Cheese,5,2.11,10.55,0.45,10.1,101
2703,8993,UrbanGrocers,2025-10-26,Dairy,Milk,1,7.52,7.52,0.84,6.68,76
2706,8212,UrbanGrocers,2025-11-11,Bakery,Muffin,3,4.43,13.29,0.31,12.98,175
2711,1783,FreshMart,2025-02-19,Health & Wellness,Orange Juice,1,24.32,24.32,2.34,21.98,293
2719,4109,FreshMart,2025-09-04,Snacks,Chocolate,2,3.49,6.98,0.23,6.75,91
2735,6707,ValuePlus Market,2025-03-20,Health & Wellness,Protein Bar,3,20.06,60.18,3.64,56.54,560
2738,1942,FreshMart,2025-05-06,Produce,Apples,1,1.9,1.9,0.25,1.65,21
2763,3543,FreshMart,2025-02-05,Snacks,Chocolate,3,4.63,13.89,2.06,11.83,119
2771,9035,QuickStop Market,2025-07-05,Bakery,Croissant,5,3.92,19.6,2.7,16.9,191
2786,5556,ValuePlus Market,2025-06-22,Health & Wellness,Protein Bar,1,20.26,20.26,1.64,18.62,187
2793,4289,ValuePlus Market,2025-10-23,Bakery,Muffin,7,5.25,36.75,5.23,31.52,357
2809,2211,QuickStop Market,2025-05-05,Snacks,Cookies,2,4.96,9.92,0.79,9.13,88
2821,4188,FreshMart,2025-03-12,Snacks,Chocolate,6,1.98,11.88,1.7,10.18,102
2823,8704,QuickStop Market,2025-01-26,Health & Wellness,Protein Bar,4,21.58,86.32,2.2,84.12,678
2825,3567,UrbanGrocers,2025-10-20,Dairy,Milk,2,2.62,5.24,0.48,4.76,41
2829,5025,ValuePlus Market,2025-06-16,Health & Wellness,Protein Bar,3,15.51,46.53,3.09,43.44,594
2836,7802,QuickStop Market,2025-12-20,Snacks,Chocolate,2,5.29,10.58,1.51,9.07,80
2845,2361,FreshMart,2025-07-19,Bakery,Muffin,2,5.52,11.04,1.09,9.95,120
2847,9526,QuickStop Market,2025-06-28,Health & Wellness,Orange Juice,11,14.45,158.95,3.41,155.54,1402
2855,5285,ValuePlus Market,2025-06-25,Health & Wellness,Vitamins,4,11.22,44.88,6.39,38.49,430
2865,6249,ValuePlus Market,2025-05-03,Produce,Ground Beef,1,1.9,1.9,0.19,1.71,17
2867,8250,ValuePlus Market,2025-09-10,Bakery,Cereal,1,5.97,5.97,0.16,5.81,53
2872,6648,ValuePlus Market,2025-12-13,Bakery,Croissant,5,4.32,21.6,3.07,18.53,180
2880,6314,UrbanGrocers,2025-03-14,Dairy,Cheese,3,1.24,3.72,0.18,3.54,29
2891,4545,UrbanGrocers,2025-07-02,Bakery,Croissant,5,3.36,16.8,0.34,16.46,180
2893,2996,ValuePlus Market,2025-12-09,Health & Wellness,Vitamins,1,11.81,11.81,1.44,10.37,92
2895,2034,QuickStop Market,2025-01-05,Health & Wellness,Vitamins,1,11.02,11.02,1.5,9.52,117
2899,4883,ValuePlus Market,2025-06-24,Snacks,Chocolate,2,1.68,3.36,0.16,3.2,38
2900,1317,FreshMart,2025-09-23,Bakery,Muffin,2,5.88,11.76,1.69,10.07,129
2923,7562,QuickStop Market,2025-11-19,Dairy,Yogurt,4,8.25,33.0,1.78,31.22,312
2929,7484,QuickStop Market,2025-09-20,Health & Wellness,Vitamins,1,20.8,20.8,1.1,19.7,194
2937,2952,FreshMart,2025-01-23,Bakery,Muffin,1,2.7,2.7,0.24,2.46,32
2944,7402,ValuePlus Market,2025-07-06,Dairy,Yogurt,1,5.3,5.3,0.7,4.6,55
2952,2971,QuickStop Market,2025-05-05,Produce,Apples,1,2.14,2.14,0.31,1.83,24
2962,2448,FreshMart,2025-02-11,Dairy,Yogurt,2,8.6,17.2,0.99,16.21,216
2965,7582,FreshMart,2025-03-29,Health & Wellness,Vitamins,7,5.83,40.81,5.11,35.7,486
2971,7864,QuickStop Market,2025-08-15,Snacks,Chips,4,1.59,6.36,0.33,6.03,59
2976,2743,ValuePlus Market,2025-02-01,Produce,Bananas,5,8.59,42.95,5.21,37.74,410
2977,1009,QuickStop Market,2025-07-21,Produce,Apples,2,1.21,2.42,0.34,2.08,24
2988,8986,QuickStop Market,2025-04-29,Health & Wellness,Protein Bar,1,20.78,20.78,2.66,18.12,236
2993,3103,QuickStop Market,2025-09-04,Dairy,Milk,2,5.89,11.78,0.48,11.3,148
2994,9225,ValuePlus Market,2025-03-12,Health & Wellness,Protein Bar,2,25.67,51.34,4.15,47.19,455
3001,4660,FreshMart,2025-07-13,Produce,Ground Beef,2,10.29,20.58,1.56,19.02,251
3003,1387,UrbanGrocers,2025-07-25,Health & Wellness,Protein Bar,6,24.15,144.9,6.87,138.03,1621
3004,8044,QuickStop Market,2025-11-21,Health & Wellness,Protein Bar,1,23.91,23.91,1.02,22.89,192
3014,2847,FreshMart,2025-12-13,Bakery,Croissant,6,4.12,24.72,0.89,23.83,271
3016,4091,UrbanGrocers,2025-05-13,Dairy,Milk,7,4.4,30.8,1.94,28.86,400
3019,2114,UrbanGrocers,2025-10-03,Bakery,Bread,1,4.61,4.61,0.11,4.5,56
3045,9020,QuickStop Market,2025-05-05,Dairy,Cheese,1,7.96,7.96,0.73,7.23,75
3056,4620,ValuePlus Market,2025-02-25,Snacks,Chips,4,3.24,12.96,0.82,12.14,103
3063,6276,QuickStop Market,2025-08-06,Snacks,Cookies,4,3.45,13.8,1.71,12.09,139
3073,3761,ValuePlus Market,2025-10-19,Snacks,Cookies,11,3.17,34.87,1.86,33.01,440
3076,5102,QuickStop Market,2025-11-21,Health & Wellness,Vitamins,6,11.53,69.18,5.93,63.25,869
3080,3882,FreshMart,2025-04-10,Dairy,Milk,2,8.56,17.12,0.65,16.47,189
3083,9748,QuickStop Market,2025-03-09,Snacks,Chocolate,7,5.31,37.17,2.4,34.77,300
3084,3931,ValuePlus Market,2025-12-25,Produce,Bananas,1,6.05,6.05,0.74,5.31,47
3088,7016,FreshMart,2025-03-09,Produce,Ground Beef,1,4.34,4.34,0.39,3.95,36
3092,7617,UrbanGrocers,2025-10-29,Health & Wellness,Protein Bar,1,24.0,24.0,0.64,23.36,242
3093,7638,FreshMart,2025-11-14,Dairy,Milk,2,3.29,6.58,0.91,5.67,70
3098,8135,ValuePlus Market,2025-01-16,Snacks,Cookies,3,4.93,14.79,1.89,12.9,131
3101,7541,UrbanGrocers,2025-03-20,Health & Wellness,Orange Juice,10,7.08,70.8,1.82,68.98,641
3105,5816,FreshMart,2025-09-30,Snacks,Chocolate,9,3.01,27.09,1.07,26.02,280
3107,4169,FreshMart,2025-09-06,Produce,Apples,1,7.49,7.49,1.11,6.38,52
3109,9347,ValuePlus Market,2025-11-04,Health & Wellness,Orange Juice,2,12.8,25.6,1.12,24.48,231
3113,9420,QuickStop Market,2025-09-03,Bakery,Bread,1,5.79,5.79,0.34,5.45,48
3120,1613,FreshMart,2025-05-30,Bakery,Bread,5,5.95,29.75,1.44,28.31,237
3121,8672,ValuePlus Market,2025-07-14,Bakery,Cereal,4,3.13,12.52,0.89,11.63,97
3128,4587,ValuePlus Market,2025-03-16,Produce,Apples,1,6.21,6.21,0.76,5.45,57
3134,4861,UrbanGrocers,2025-07-07,Dairy,Yogurt,3,6.65,19.95,1.06,18.89,161
3148,6548,ValuePlus Market,2025-04-20,Dairy,Cheese,2,4.38,8.76,0.26,8.5,69
3154,6242,ValuePlus Market,2025-05-26,Dairy,Cheese,1,2.14,2.14,0.09,2.05,24
3158,7382,ValuePlus Market,2025-07-31,Dairy,Yogurt,1,5.24,5.24,0.59,4.65,43
3159,7512,FreshMart,2025-01-15,Produce,Tomatoes,4,9.13,36.52,2.69,33.83,422
3167,9273,FreshMart,2025-12-14,Dairy,Yogurt,2,1.89,3.78,0.11,3.67,31
3169,9964,FreshMart,2025-02-12,Bakery,Croissant,1,5.56,5.56,0.65,4.91,46
3175,1664,ValuePlus Market,2025-01-14,Produce,Ground Beef,2,3.66,7.32,0.86,6.46,79
3178,6016,QuickStop Market,2025-07-27,Snacks,Chips,4,3.52,14.08,0.51,13.57,117
3188,9368,QuickStop Market,2025-05-25,Snacks,Chocolate,1,1.34,1.34,0.14,1.2,15
3192,9553,ValuePlus Market,2025-05-14,Health & Wellness,Orange Juice,1,13.4,13.4,1.52,11.88,138
3197,1687,QuickStop Market,2025-01-29,Produce,Apples,2,4.66,9.32,0.54,8.78,79
3199,1121,FreshMart,2025-03-13,Bakery,Bread,5,4.32,21.6,2.32,19.28,204
3224,7884,FreshMart,2025-07-31,Bakery,Cereal,2,6.05,12.1,1.64,10.46,84
3230,6592,ValuePlus Market,2025-01-05,Produce,Bananas,7,3.21,22.47,1.69,20.78,283
3236,2006,QuickStop Market,2025-02-22,Snacks,Chocolate,1,2.46,2.46,0.22,2.24,20
3239,8753,QuickStop Market,2025-02-04,Health & Wellness,Vitamins,8,25.15,201.2,12.98,188.22,2633
3243,7300,ValuePlus Market,2025-09-18,Produce,Apples,5,4.3,21.5,3.18,18.32,224
3244,5385,FreshMart,2025-11-08,Health & Wellness,Protein Bar,1,6.27,6.27,0.26,6.01,74
3245,2619,FreshMart,2025-10-16,Health & Wellness,Protein Bar,1,16.75,16.75,0.54,16.21,219
3257,1718,ValuePlus Market,2025-03-28,Dairy,Yogurt,1,3.06,3.06,0.18,2.88,29
3263,4951,QuickStop Market,2025-05-03,Health & Wellness,Protein Bar,12,18.24,218.88,5.58,213.3,2457
3264,3736,QuickStop Market,2025-06-28,Produce,Ground Beef,1,1.42,1.42,0.18,1.24,11
3267,6717,FreshMart,2025-01-26,Snacks,Cookies,7,4.07,28.49,2.07,26.42,348
3271,3172,FreshMart,2025-03-02,Bakery,Muffin,1,2.22,2.22,0.14,2.08,28
